X,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,BQ2_quality
1455,8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2,"[3,6]"
961,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,"[3,6]"
4331,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,"[3,6]"
350,7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,"[3,6]"
2569,6.8,0.28,0.36,7,0.043,60,207,0.99556,3.16,0.49,9.6,"[3,6]"
191,6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,"[3,6]"
4831,5.8,0.29,0.27,1.6,0.062,17,140,0.99138,3.23,0.35,11.1,"[3,6]"
2540,6.2,0.27,0.18,1.5,0.028,20,111,0.99228,3.41,0.5,10,"[3,6]"
950,7.3,0.25,0.39,6.4,0.034,8,84,0.9942,3.18,0.46,11.5,"[3,6]"
1649,7.1,0.3,0.49,1.6,0.045,31,100,0.9942,3.4,0.59,10.2,"[3,6]"
4290,6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,"[3,6]"
2766,6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2,"[3,6]"
2474,6,0.29,0.21,15.55,0.043,20,142,0.99658,3.11,0.54,10.1,"[3,6]"
459,6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,"[3,6]"
2359,7.4,0.32,0.27,12.9,0.04,60,221,0.99831,3.05,0.66,9.4,"[3,6]"
2028,6.9,0.32,0.15,8.1,0.046,51,180,0.9958,3.13,0.45,8.9,"[3,6]"
2577,6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,"[3,6]"
4396,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,"[3,6]"
4640,6.9,0.54,0.26,12.7,0.049,59,195,0.99596,3.26,0.54,10.5,"[3,6]"
3930,6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,"[3,6]"
4009,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,"[3,6]"
1218,8,0.61,0.38,12.1,0.301,24,220,0.9993,2.94,0.48,9.2,"[3,6]"
2260,7.2,0.39,0.54,1.4,0.157,34,132,0.99449,3.11,0.53,9,"[3,6]"
507,7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,"[3,6]"
419,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,"[3,6]"
2910,6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,"[3,6]"
1959,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,"[3,6]"
1181,8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,"[3,6]"
3295,7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1,"[3,6]"
4868,5.3,0.6,0.34,1.4,0.031,3,60,0.98854,3.27,0.38,13,"[3,6]"
4395,6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,"[3,6]"
4489,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,"[3,6]"
1416,5.9,0.415,0.02,0.8,0.038,22,63,0.9932,3.36,0.36,9.3,"[3,6]"
863,4.8,0.34,0,6.5,0.028,33,163,0.9939,3.36,0.61,9.9,"[3,6]"
15,8.3,0.42,0.62,19.25,0.04,41,172,1.0002,2.98,0.67,9.7,"[3,6]"
3267,8.1,0.24,0.32,10.5,0.03,34,105,0.99407,3.11,0.42,11.8,"[3,6]"
1711,8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5,"[3,6]"
4811,5.4,0.375,0.4,3.3,0.054,29,147,0.99482,3.42,0.52,9.1,"[3,6]"
1696,7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,"[3,6]"
1578,7.1,0.64,0.49,1.8,0.05,17,128,0.9946,3.31,0.58,10.6,"[3,6]"
3038,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,"[3,6]"
3267,8.1,0.24,0.32,10.5,0.03,34,105,0.99407,3.11,0.42,11.8,"[3,6]"
4828,6.7,0.22,0.33,1.2,0.036,36,86,0.99058,3.1,0.76,11.4,"[3,6]"
598,7,0.29,0.37,4.9,0.034,26,127,0.9928,3.17,0.44,10.8,"[3,6]"
33,7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8,"[3,6]"
2968,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,"[3,6]"
3574,7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,"[3,6]"
808,6.2,0.29,0.26,13.1,0.046,55,204,0.99745,3.16,0.41,9.6,"[3,6]"
2945,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,"[3,6]"
2717,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,"[3,6]"
4719,5.2,0.24,0.15,7.1,0.043,32,134,0.99378,3.24,0.48,9.9,"[3,6]"
2085,7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,"[3,6]"
4719,5.2,0.24,0.15,7.1,0.043,32,134,0.99378,3.24,0.48,9.9,"[3,6]"
2457,8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,"[3,6]"
4115,7.5,0.21,0.29,1.5,0.046,35,107,0.99123,3.15,0.45,11.3,"[3,6]"
4737,6,0.16,0.36,1.6,0.042,13,61,0.99143,3.22,0.54,10.8,"[3,6]"
2219,7.7,0.28,0.29,6.9,0.041,29,163,0.9952,3.44,0.6,10.5,"[3,6]"
397,8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,"[3,6]"
3715,8.5,0.18,0.3,1.1,0.028,34,95,0.99272,2.83,0.36,10,"[3,6]"
533,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,"[3,6]"
809,6,0.39,0.17,12,0.046,65,246,0.9976,3.15,0.38,9,"[3,6]"
4018,5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,"[3,6]"
226,7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,"[3,6]"
2544,6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,"[3,6]"
939,6.2,0.35,0.29,7.3,0.044,56,244,0.9956,3.36,0.55,10,"[3,6]"
306,7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,"[3,6]"
494,6.3,0.19,0.28,1.8,0.022,28,158,0.9907,3.2,0.64,11.4,"[3,6]"
4732,5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,"[3,6]"
4487,6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,"[3,6]"
3860,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,"[3,6]"
4371,6.5,0.22,0.19,4.5,0.096,16,115,0.9937,3.02,0.44,9.6,"[3,6]"
1434,7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,"[3,6]"
173,7.6,0.48,0.37,0.8,0.037,4,100,0.9902,3.03,0.39,11.4,"[3,6]"
932,6.4,0.26,0.43,12.6,0.033,64,230,0.9974,3.08,0.38,8.9,"[3,6]"
4373,7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.36666667,"[3,6]"
4032,6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,"[3,6]"
2861,7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,"[3,6]"
4518,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,"[3,6]"
4305,6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,"[3,6]"
1570,6.7,0.3,0.74,5,0.038,35,157,0.9945,3.21,0.46,9.9,"[3,6]"
4206,6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,"[3,6]"
4479,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,"[3,6]"
1355,7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,"[3,6]"
1041,8.2,0.68,0.3,2.1,0.047,17,138,0.995,3.22,0.71,10.8,"[3,6]"
3926,8.6,0.22,0.33,1.2,0.031,38,95,0.99239,2.83,0.31,10.3,"[3,6]"
1924,8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,"[3,6]"
819,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,"[3,6]"
4500,5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,"[3,6]"
2708,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,"[3,6]"
3843,7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,"[3,6]"
1520,8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,"[3,6]"
4553,6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,"[3,6]"
4849,7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,"[3,6]"
2543,8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,"[3,6]"
3113,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,"[3,6]"
2233,8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,"[3,6]"
517,6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1,"[3,6]"
586,7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,"[3,6]"
4036,6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,"[3,6]"
1175,7.2,0.26,0.26,12.7,0.036,49,214,0.9986,3.41,0.5,10,"[3,6]"
104,7.5,0.305,0.4,18.9,0.059,44,170,1,2.99,0.46,9,"[3,6]"
4881,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.533333333,"[3,6]"
2437,6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,"[3,6]"
3703,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,"[3,6]"
1324,6.2,0.2,0.26,1.7,0.093,40,161,0.9924,3.44,0.66,11,"[3,6]"
825,8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,"[3,6]"
4722,6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,"[3,6]"
2974,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,"[3,6]"
3086,8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,"[3,6]"
2279,6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,"[3,6]"
3083,6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,"[3,6]"
4865,6,0.41,0.23,1.1,0.066,22,148,0.99266,3.3,0.47,9.633333333,"[3,6]"
1340,8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,"[3,6]"
1189,7.1,0.21,0.3,1.4,0.037,45,143,0.9932,3.13,0.33,9.9,"[3,6]"
1656,7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,"[3,6]"
710,6.2,0.47,0.21,1,0.044,13,98,0.99345,3.14,0.46,9.2,"[3,6]"
4107,5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7,"[3,6]"
2793,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,"[3,6]"
234,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,"[3,6]"
431,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,"[3,6]"
4876,7.4,0.22,0.26,1.2,0.035,18,97,0.99245,3.12,0.41,9.7,"[3,6]"
988,7.4,0.3,0.3,5.2,0.053,45,163,0.9941,3.12,0.45,10.3,"[3,6]"
3402,8.8,0.19,0.3,5,0.028,34,120,0.99242,2.94,0.47,11.2,"[3,6]"
4881,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.533333333,"[3,6]"
978,6.5,0.14,0.33,7.6,0.05,53,189,0.9966,3.25,0.49,8.6,"[3,6]"
3584,7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,"[3,6]"
1690,7.1,0.16,0.25,1.3,0.034,28,123,0.9915,3.27,0.55,11.4,"[3,6]"
3472,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,"[3,6]"
1278,7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,"[3,6]"
752,6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,"[3,6]"
3128,7.6,0.3,0.38,2.1,0.043,10,98,0.99296,3.17,0.65,11,"[3,6]"
2104,6,0.27,0.15,1.5,0.056,35,128,0.9936,3.12,0.45,8.8,"[3,6]"
1324,6.2,0.2,0.26,1.7,0.093,40,161,0.9924,3.44,0.66,11,"[3,6]"
1357,7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,"[3,6]"
420,7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,"[3,6]"
1622,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,"[3,6]"
216,5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,"[3,6]"
984,5.7,0.36,0.34,4.2,0.026,21,77,0.9907,3.41,0.45,11.9,"[3,6]"
1373,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,"[3,6]"
3252,6.7,0.24,0.37,11.3,0.043,64,173,0.99632,3.08,0.53,9.9,"[3,6]"
2248,6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,"[3,6]"
2600,6.9,0.32,0.27,16,0.034,58,185,0.99938,3.34,0.6,9,"[3,6]"
1040,7.5,0.17,0.34,1.4,0.035,13,102,0.9918,3.05,0.74,11,"[3,6]"
1434,7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,"[3,6]"
4614,5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,"[3,6]"
656,7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,"[3,6]"
2023,7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,"[3,6]"
4650,5.7,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,"[3,6]"
717,7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,"[3,6]"
3473,6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,"[3,6]"
602,7.2,0.24,0.4,1.4,0.045,31,106,0.9914,2.88,0.38,10.8,"[3,6]"
1642,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,"[3,6]"
112,7.2,0.27,0.46,18.75,0.052,45,255,1,3.04,0.52,8.9,"[3,6]"
2346,8.1,0.24,0.26,11,0.043,41,211,0.99676,3.11,0.49,10,"[3,6]"
1171,7.7,0.25,0.43,4.5,0.062,20,115,0.9966,3.38,0.5,9.9,"[3,6]"
557,8.4,0.35,0.71,12.2,0.046,22,160,0.9982,2.98,0.65,9.4,"[3,6]"
332,6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,"[3,6]"
4276,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,"[3,6]"
3062,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,"[3,6]"
2830,7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,"[3,6]"
2258,7.2,0.39,0.54,1.4,0.157,34,132,0.99449,3.11,0.53,9,"[3,6]"
782,7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3,"[3,6]"
2534,6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8,"[3,6]"
4549,6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,"[3,6]"
722,6,0.3,0.44,1.5,0.046,15,182,0.99455,3.5,0.52,10.4,"[3,6]"
4509,5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,"[3,6]"
980,6,0.2,0.71,1.6,0.15,10,54,0.9927,3.12,0.47,9.8,"[3,6]"
1104,7.9,0.29,0.39,6.7,0.036,6,117,0.9938,3.12,0.42,10.7,"[3,6]"
3181,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,"[3,6]"
4795,6,0.32,0.3,7.3,0.174,46,159,0.99519,3.18,0.49,9.4,"[3,6]"
532,6.4,0.18,0.48,4,0.186,64,150,0.9945,3.06,0.4,9.3,"[3,6]"
2154,7.5,0.18,0.39,1.9,0.054,23,91,0.9941,3.27,0.45,10.3,"[3,6]"
3015,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,"[3,6]"
3896,7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,"[3,6]"
3228,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,"[3,6]"
778,7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,"[3,6]"
961,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,"[3,6]"
4372,7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,"[3,6]"
1203,6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,"[3,6]"
1037,7.5,0.17,0.37,1.5,0.06,18,75,0.9936,3.54,0.88,10.7,"[3,6]"
1079,6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8,"[3,6]"
1301,9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,"[3,6]"
392,6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,"[3,6]"
1913,7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,"[3,6]"
4032,6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,"[3,6]"
4199,7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,"[3,6]"
175,7.5,0.27,0.31,17.7,0.051,33,173,0.999,3.09,0.64,10.2,"[3,6]"
1309,9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,"[3,6]"
4500,5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,"[3,6]"
3768,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,"[3,6]"
2761,7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,"[3,6]"
4604,5,0.33,0.18,4.6,0.032,40,124,0.99114,3.18,0.4,11,"[3,6]"
4596,7.1,0.39,0.3,9.9,0.037,29,124,0.99414,3.07,0.42,10.9,"[3,6]"
730,6,0.33,0.27,0.8,0.185,12,188,0.9924,3.12,0.62,9.4,"[3,6]"
960,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,"[3,6]"
1959,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,"[3,6]"
1549,7.1,0.36,0.24,1.8,0.025,32,102,0.9903,3.34,0.59,12.8,"[3,6]"
4521,5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,"[3,6]"
1437,8.5,0.56,0.74,17.85,0.051,51,243,1.0005,2.99,0.7,9.2,"[3,6]"
3162,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,"[3,6]"
3075,6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4,"[3,6]"
3692,7.4,0.22,0.26,8.8,0.027,23,112,0.9931,2.98,0.41,11.4,"[3,6]"
1719,9.3,0.2,0.33,1.7,0.05,28,178,0.9954,3.16,0.43,9,"[3,6]"
1913,7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,"[3,6]"
1676,6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,"[3,6]"
1552,6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,"[3,6]"
4784,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,"[3,6]"
4091,6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,"[3,6]"
379,5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,"[3,6]"
402,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,"[3,6]"
3849,7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,"[3,6]"
3528,7.6,0.23,0.29,8.6,0.053,65,146,0.9963,3.11,0.32,9.8,"[3,6]"
3343,6.5,0.26,0.32,6.65,0.059,34,104,0.99254,3.18,0.42,11.1,"[3,6]"
3640,6.7,0.13,0.32,3.7,0.017,32,99,0.99348,3.12,0.44,10,"[3,6]"
3655,6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,"[3,6]"
743,7,0.2,0.37,2,0.03,26,136,0.9932,3.28,0.61,10.2,"[3,6]"
2593,7.3,0.32,0.29,1.5,0.038,32,144,0.99296,3.2,0.55,10.8,"[3,6]"
4199,7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,"[3,6]"
1852,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,"[3,6]"
4426,6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,"[3,6]"
2610,7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,"[3,6]"
3956,7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,"[3,6]"
3922,7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2,"[3,6]"
224,6.5,0.19,0.3,0.8,0.043,33,144,0.9936,3.42,0.39,9.1,"[3,6]"
978,6.5,0.14,0.33,7.6,0.05,53,189,0.9966,3.25,0.49,8.6,"[3,6]"
624,7.2,0.24,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,"[3,6]"
3066,7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,"[3,6]"
4861,6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11,"[3,6]"
942,6.3,0.27,0.46,11.75,0.037,61,212,0.9971,3.25,0.53,9.5,"[3,6]"
697,6.7,0.19,0.34,1,0.022,22,94,0.9912,3.23,0.57,11.1,"[3,6]"
4626,8.3,0.49,0.23,6.65,0.034,6,158,0.99344,3.05,0.48,11.2,"[3,6]"
4421,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,"[3,6]"
1293,6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,"[3,6]"
226,7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,"[3,6]"
3573,7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,"[3,6]"
3800,7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,"[3,6]"
1459,7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,"[3,6]"
4247,5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,"[3,6]"
1265,7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,"[3,6]"
1155,7.9,0.16,0.3,4.8,0.037,37,171,0.9967,3.47,0.44,9,"[3,6]"
1676,6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,"[3,6]"
4139,6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,"[3,6]"
484,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,"[3,6]"
201,6.8,0.27,0.26,16.1,0.049,55,196,0.9984,3.15,0.5,9.3,"[3,6]"
3935,7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,"[3,6]"
4417,5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,"[3,6]"
1388,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,"[3,6]"
4006,6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,"[3,6]"
2212,6.9,0.21,0.33,1.4,0.056,35,136,0.9938,3.63,0.78,10.3,"[3,6]"
301,6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,"[3,6]"
4520,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,"[3,6]"
3549,6.2,0.47,0.19,8.3,0.029,24,142,0.992,3.22,0.45,12.3,"[3,6]"
562,5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,"[3,6]"
2848,5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7,"[3,6]"
4331,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,"[3,6]"
1206,8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4,"[3,6]"
1065,8.1,0.26,0.37,1.9,0.072,48,159,0.9949,3.37,0.7,10.9,"[3,6]"
487,6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,"[3,6]"
322,6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,"[3,6]"
4141,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,"[3,6]"
4727,6.3,0.48,0.48,1.8,0.035,35,96,0.99121,3.49,0.74,12.2,"[3,6]"
3764,6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,"[3,6]"
2663,7,0.23,0.33,1,0.043,46,110,0.99118,3.04,0.65,10.8,"[3,6]"
339,5.9,0.26,0.4,1.3,0.047,12,139,0.9945,3.45,0.53,10.4,"[3,6]"
2442,7.2,0.2,0.28,1.6,0.028,13,168,0.99203,3.17,1.06,11.5,"[3,6]"
4039,6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,"[3,6]"
1564,7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,"[3,6]"
4733,5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,"[3,6]"
4891,6.1,0.34,0.29,2.2,0.036,25,100,0.98938,3.06,0.44,11.8,"[3,6]"
191,6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,"[3,6]"
1550,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,"[3,6]"
3822,6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,"[3,6]"
